SATISFACCION_GLOBAL;VALORACION_COSTE_GLOBAL;VAL_CAL_GLOB;VAL_CAL_PREC;RECOMENDACION;NECESIDAD_CLIENTE;CAPACIDAD_RESOLUCION;PROCESO_ADQUISICION;SATISFACCION_PV;ACCESO_VENDEDOR_PV;DISPONIBILIDAD_PRODUCTOS_PV;ATENCION_PV;ASPECTO_PV;SOLUCION_PV;SAT_TELEFONO_PROPIO;SATISFACCION_GAMA;SAT_CALIDAD_COMUNICACION;COBERTURA_INTERIORES;COBERTURA_EXTERIORES;NITIDEZ;INTERRUPCIONES;INTENTOS_LLAMADA;TIEMPO_CONEXION;SATISFACCION_ROAMING;SATISFACCION_CC;FACILIDAD_ACCESO_CC;CALIDAD_INFORMACION_CC;AMABILIDAD_CC;RAPIDEZ_SOLUCION_CC;SATISFACCION_WEB;SAT_AREA_CLI;SATISFACCION_TIENDA_WEB;SAT_SERV_DAT;VAL_SERV_NAV;SATISFACCION_FACTURA;ACCESIBILIDAD_FACTURA;CLARIDAD_FACTURA;PUNTUALIDAD_FACTURA;ERROR_FACTURA;VALORACION_TARIFAS;VAL_TAR_PERS;VALORACION_PROMOCIONES;VALORACION_RENOVE;VALORACION_INFORMACION;IMAGEN;CONFIANZA_TRATO;FIDELIDAD_CODIGO;ESFUERZO;ANIO;Q;SEXO;operador_agr;EDAD
9;9;8;5;9;2;8;8;;;;;;;9;8;7;7;7;7;7;7;5;;10;8;9;9;9;8;9;;;8;9;9;9;8;2;10;10;8;;9;8;7;9;;2013;2;Hombre    ;operador B       ;29
5;5;4;4;6;;10;10;;;;;;;0;10;10;10;8;10;10;10;10;0;;;;;;;;;;;10;10;10;10;2;10;10;10;;10;10;10;9;;2012;3;Mujer     ;operador B       ;38
9;7;9;10;10;;8;10;;;;;;;7;4;9;9;10;10;10;8;10;8;9;8;9;10;6;9;8;;;8;10;9;9;10;2;9;8;10;;8;9;9;9;;2013;1;Hombre    ;operador B       ;26
10;10;8;9;10;;10;8;;;;;;;8;0;7;8;8;6;8;9;9;10;;;;;;10;10;;10;;10;10;9;10;2;10;10;10;;5;10;10;9;;2012;3;Hombre    ;operador B       ;41
8;7;9;8;8;;6;7;;;;;;;6;8;10;9;9;9;9;10;8;;;;;;;10;8;8;;10;8;10;8;8;2;7;8;0;;7;8;8;7;;2013;1;Mujer     ;operador B       ;21
7;8;5;5;8;2;9;8;7;6;9;9;10;8;6;9;9;8;6;7;7;8;9;;;;;;;8;9;;7;8;9;8;9;10;2;8;9;3;;6;8;8;7;;2013;2;Hombre    ;operador B       ;50
3;5;2;3;3;;2;6;6;3;7;3;6;5;7;7;1;0;2;5;5;1;5;;;;;;;6;6;6;;;7;8;8;8;2;2;2;4;;5;2;2;1;;2012;4;Hombre    ;operador B       ;65
8;7;8;8;8;;8;9;;;;;;;9;0;9;9;8;6;6;8;9;3;8;7;8;8;7;;;;;;9;8;8;8;2;8;8;5;;5;6;8;7;;2013;1;Mujer     ;operador B       ;72
5;7;8;7;5;2;6;6;;;;;;;5;7;7;7;7;7;8;8;8;;8;4;6;8;6;;;;;6;5;7;3;8;2;5;5;6;;7;8;6;7;;2013;2;Hombre    ;operador B       ;60
8;7;8;7;6;2;6;8;;;;;;;7;0;4;4;5;7;7;7;4;;6;6;6;6;;;;;;;6;6;6;6;2;6;6;4;;6;6;6;7;;2013;2;Mujer     ;operador B       ;52
3;5;6;4;2;;0;4;5;3;6;2;5;7;8;6;6;3;5;5;5;6;7;;;;;;;;;;5;;7;4;3;6;2;7;8;3;;1;0;0;1;;2012;4;Hombre    ;operador B       ;48
10;9;9;8;9;;8;8;9;8;8;8;8;8;8;9;10;10;10;10;10;8;8;;;;;;;;;;8;;8;8;8;8;1;8;9;8;;8;9;9;9;;2012;3;Mujer     ;operador B       ;64
9;10;8;10;10;;8;9;;;;;;;8;8;9;9;10;10;10;10;9;;9;10;10;10;9;10;10;;8;;10;10;10;10;2;10;10;6;;7;9;9;9;;2012;4;Hombre    ;operador B       ;31
10;8;10;10;10;;10;0;;;;;;;7;5;10;5;10;10;5;7;8;10;10;5;10;2;8;8;;;;;10;8;5;5;2;8;;7;;0;4;8;9;;2012;4;Mujer     ;operador B       ;23
9;7;10;9;10;2;8;8;;;;;;;6;0;8;7;7;7;8;8;7;;8;5;6;10;8;;;;;;8;8;8;10;1;;9;;;5;7;8;7;;2013;2;Hombre    ;operador B       ;39
6;6;7;7;10;;10;10;;;;;;;0;3;5;7;7;7;5;3;5;;5;4;5;7;4;6;10;;;;10;10;10;10;2;6;6;3;;4;7;6;9;;2012;4;Mujer     ;operador B       ;38
8;8;8;9;10;2;10;8;;;;;;;7;7;10;8;8;8;10;9;10;;;;;;;;;;;;;;;;2;10;9;0;;0;8;8;9;;2013;2;Mujer     ;operador B       ;58
9;8;9;9;;;9;9;8;8;9;9;10;9;9;9;9;10;10;10;10;10;10;10;10;9;9;9;10;9;;;;;10;11;10;10;2;9;9;10;;10;9;9;9;;2012;4;Hombre    ;operador B       ;58
8;9;5;7;7;2;6;9;;;;;;;10;5;8;7;9;9;8;9;9;;6;5;4;7;;;;;;10;8;6;8;6;1;10;8;0;;0;6;6;3;;2013;2;Hombre    ;operador B       ;38
6;6;6;7;5;;3;7;;;;;;;5;5;8;7;7;6;6;6;6;0;;;;;;7;6;;;;8;4;5;5;2;5;6;5;;5;6;6;7;;2012;4;Hombre    ;operador B       ;30
10;10;10;10;10;;10;10;;;;;;;10;10;10;10;10;10;10;10;10;;10;7;10;10;10;;;;;;10;10;10;10;2;10;;10;;10;10;10;9;;2013;1;Hombre    ;operador B       ;64
8;8;8;7;10;;10;10;;;;;;;3;0;8;9;9;9;6;8;8;;10;7;10;10;10;7;6;;7;7;10;10;10;10;2;7;8;0;;5;8;8;5;;2013;1;Hombre    ;operador B       ;43
8;4;8;6;6;;9;8;8;7;7;9;9;8;7;7;8;10;9;8;8;8;8;8;9;9;9;9;8;7;;;;;9;8;9;;2;8;7;6;;7;9;9;9;;2012;3;Mujer     ;operador B       ;35
8;9;10;10;10;;8;9;7;10;8;9;10;10;8;9;10;9;10;10;10;10;8;;;;;;;9;10;9;7;;10;10;9;10;1;7;9;10;;8;10;9;9;;2012;3;Hombre    ;operador B       ;35
9;7;8;7;8;;8;8;;;;;;;7;7;7;8;8;8;8;8;8;;8;7;7;8;7;8;8;;7;;8;7;7;7;2;8;7;6;;7;8;8;9;;2012;3;Mujer     ;operador B       ;31
7;8;7;10;10;;9;8;;;;;;;6;0;6;8;7;6;9;8;7;;;;;;;8;;;;;8;8;7;10;2;6;7;5;;7;8;7;7;;2012;4;Hombre    ;operador B       ;60
9;8;8;8;10;;8;8;;;;;;;7;0;8;8;9;9;10;10;9;;9;9;7;9;8;9;8;;;;9;8;9;7;2;9;9;9;;8;7;8;9;;2012;4;Hombre    ;operador B       ;51
8;9;8;7;10;;8;8;;;;;;;8;7;9;9;8;8;8;8;8;;;;;;;;;;7;;7;7;8;9;2;9;;7;;8;8;8;9;;2012;4;Mujer     ;operador B       ;30
8;8;9;9;10;1;8;8;8;8;7;8;8;8;5;6;7;7;8;7;7;8;7;;7;4;6;7;6;;;;7;7;8;7;7;7;2;8;9;8;;7;8;8;9;;2013;2;Mujer     ;operador B       ;37
7;7;7;8;10;;9;8;;;;;;;7;7;8;8;8;8;8;8;8;;;;;;;9;9;;;;9;9;9;9;2;8;8;;;8;8;8;7;;2012;4;Mujer     ;operador B       ;28
7;8;5;8;5;;4;9;;;;;;;4;0;4;4;6;7;7;9;9;;3;9;3;9;;5;;7;5;6;6;6;7;6;2;9;9;2;;3;6;7;7;;2013;1;Hombre    ;operador B       ;40
8;9;7;8;6;;5;8;;;;;;;10;6;5;4;5;8;6;6;5;;;;;;;;;;;;10;9;10;10;2;7;8;5;;5;6;7;3;;2013;1;Hombre    ;operador B       ;24
10;8;10;9;10;;8;10;;;;;;;6;10;10;9;10;10;8;10;10;;9;10;10;10;10;;;;;;;;;;;10;10;8;;10;10;10;9;;2012;4;Hombre    ;operador B       ;49
7;8;8;8;7;;9;7;;;;;;;7;0;8;8;8;8;7;7;6;;9;8;10;10;10;;;;;;8;11;9;8;2;8;;6;;6;8;9;9;;2012;4;Hombre    ;operador B       ;50
10;10;10;10;10;1;10;10;;;;;;;10;10;10;10;10;8;8;10;10;;;;;;;;;;10;10;10;10;10;10;2;10;10;10;;10;10;10;9;;2013;2;Mujer     ;operador B       ;55
9;10;10;10;10;;10;10;;;;;;;10;7;10;10;9;10;10;8;6;5;;;;;;9;10;10;5;;;;;;;9;;5;;8;10;6;7;;2012;3;Hombre    ;operador B       ;18
8;5;7;7;8;2;3;8;;;;;;;8;0;8;8;8;8;8;8;8;4;;;;;;;;;;7;8;8;8;8;2;5;;0;;8;8;7;9;;2013;2;Mujer     ;operador B       ;45
8;10;9;9;10;1;6;7;;;;;;;8;0;9;9;8;9;9;8;8;;8;9;8;8;8;;;;;8;8;6;8;8;2;5;6;5;;5;7;7;7;;2013;2;Mujer     ;operador B       ;44
8;7;8;8;9;;9;9;9;8;8;8;9;8;8;8;8;7;8;8;8;7;7;9;8;8;7;9;7;;;;8;;9;8;8;8;2;8;8;7;;7;7;8;9;;2012;4;Mujer     ;operador B       ;20
9;9;9;9;9;;9;9;9;9;9;9;10;9;9;8;9;9;7;9;9;9;8;;9;7;8;9;8;8;;8;;;;;;;;9;9;;;8;8;9;9;;2012;4;Hombre    ;operador B       ;40
8;7;8;8;9;;7;6;;;;;;;6;4;7;7;7;8;8;8;7;;7;6;8;8;7;6;;;6;;9;8;8;9;2;9;9;0;;0;4;7;9;;2012;4;Hombre    ;operador B       ;36
9;6;8;7;7;2;8;8;6;6;4;6;7;8;8;3;6;7;7;8;5;5;8;;9;8;8;9;9;9;;;;6;8;8;8;7;2;7;7;7;;6;7;7;3;;2013;2;Hombre    ;operador B       ;40
8;8;8;8;7;;7;7;7;7;8;8;8;7;9;7;8;8;8;9;7;8;8;;;;;;;;;;;;9;9;9;8;2;9;9;7;;7;8;8;9;;2013;1;Mujer     ;operador B       ;53
8;8;7;7;7;;8;6;8;7;5;7;8;7;6;6;9;8;8;9;9;9;7;;;;;;;6;;;;;7;6;8;8;2;;8;9;;5;7;5;7;;2012;4;Hombre    ;operador B       ;21
9;9;9;10;10;2;;10;;;;;;;7;0;9;9;10;10;9;8;10;;;;;;;;;;10;10;10;10;10;10;2;10;10;10;;10;10;5;9;;2013;2;Mujer     ;operador B       ;39
10;10;10;10;10;2;9;9;;;;;;;7;0;9;8;9;9;8;9;9;;;;;;;10;;;;8;10;10;10;10;2;10;10;10;;10;10;10;9;;2013;2;Mujer     ;operador B       ;56
9;9;9;9;9;2;9;9;;;;;;;9;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;9;9;9;9;9;2;9;9;5;;8;9;9;9;;2013;2;Hombre    ;operador B       ;31
9;8;8;8;8;;9;8;9;7;9;9;9;9;9;7;7;6;7;7;7;7;7;;9;7;8;9;8;7;8;;7;;9;9;9;9;2;7;7;5;;7;8;8;9;;2012;4;Mujer     ;operador B       ;26
3;6;5;6;4;2;5;7;;;;;;;8;9;6;6;6;8;8;7;5;;5;2;5;8;;;;;7;7;8;8;8;6;2;7;8;7;;7;7;6;3;;2013;2;Hombre    ;operador B       ;20
8;8;8;7;8;;;8;;;;;;;8;0;8;8;8;8;8;8;8;;;;;;;8;6;;;;8;8;8;8;2;8;6;;;6;6;7;9;;2012;4;Mujer     ;operador B       ;41
10;8;10;8;10;;10;10;;;;;;;10;0;10;10;10;10;10;10;8;;;;;;;;;;10;;10;10;10;10;2;8;;8;;8;8;10;9;;2012;4;Mujer     ;operador B       ;60
9;6;8;8;8;2;7;8;;;;;;;6;4;8;6;6;9;9;9;9;;7;8;8;9;7;5;;6;;6;8;6;6;7;2;4;5;5;;5;7;7;9;;2013;2;Mujer     ;operador B       ;50
6;5;7;5;2;;8;6;;;;;;;6;5;10;10;10;10;10;10;10;;6;7;6;8;;;;;;;8;8;8;9;2;6;6;5;;5;6;7;7;;2012;4;Hombre    ;operador B       ;48
8;8;8;5;6;;;8;;;;;;;2;0;8;10;10;10;10;10;10;;10;8;8;10;10;10;10;;;;;;;;;8;8;10;;8;8;10;9;;2013;1;Mujer     ;operador B       ;48
8;8;8;7;8;;;7;;;;;;;6;4;7;8;8;9;10;8;8;;;;;;;;;;;;10;7;9;9;2;10;10;;;2;6;8;9;;2012;4;Hombre    ;operador B       ;31
9;10;8;10;10;;10;8;;;;;;;9;6;8;8;9;9;9;9;10;;9;9;10;10;10;8;10;8;9;8;9;10;10;10;2;9;10;8;;8;9;8;9;;2013;1;Hombre    ;operador B       ;37
9;8;9;9;10;1;9;9;;;;;;;8;8;8;8;7;9;8;8;9;;9;8;10;9;10;8;;;8;;;;;;2;9;9;9;;8;8;9;9;;2013;2;Hombre    ;operador B       ;44
8;7;9;7;8;2;8;7;6;8;7;7;8;9;8;9;8;7;7;9;9;8;7;;;;;;;;;;;8;9;8;8;9;2;8;8;7;;6;7;7;7;;2013;2;Mujer     ;operador B       ;18
9;10;7;9;10;;8;9;;;;;;;7;7;7;7;7;9;8;8;7;;9;9;10;10;10;9;10;;;;10;9;9;9;2;8;9;8;;9;9;10;9;;2012;4;Mujer     ;operador B       ;43
10;10;10;10;10;2;10;10;;;;;;;5;0;8;7;10;10;10;10;;;10;10;10;10;10;10;;;;;10;8;8;10;2;;10;;;;10;10;9;;2013;2;Hombre    ;operador B       ;58
8;6;8;8;8;;7;9;;;;;;;8;9;9;9;9;9;9;10;8;;9;8;9;9;8;;;;;;10;11;10;10;2;10;10;8;;8;8;8;9;;2012;4;Hombre    ;operador B       ;70
10;10;10;10;10;;10;10;;;;;;;0;0;10;10;10;10;10;10;10;;;;;;;;;;;;;;;;2;10;7;10;;10;8;8;9;;2013;1;Mujer     ;operador B       ;27
8;9;9;9;10;;8;9;10;8;10;10;10;10;9;9;9;9;10;10;10;8;9;;;;;;;10;;9;9;10;10;10;10;9;2;9;10;10;;10;10;10;9;;2013;1;Hombre    ;operador B       ;50
10;8;9;9;9;;10;10;;;;;;;9;0;9;8;10;10;9;9;10;;10;8;10;10;10;;;;;;10;10;10;10;2;9;8;10;;9;9;10;9;;2012;4;Hombre    ;operador B       ;57
5;8;6;8;0;;5;8;;;;;;;8;5;5;5;5;6;5;8;7;;0;0;0;8;;;;;;;8;8;8;8;2;8;;;;8;7;8;3;;2012;4;Mujer     ;operador B       ;31
10;10;10;10;8;;9;10;;;;;;;8;0;10;10;10;10;10;10;10;10;;;;;;10;10;;10;;10;10;10;10;2;10;10;10;;10;10;10;9;;2012;3;Mujer     ;operador B       ;35
9;10;9;10;10;;8;8;;;;;;;10;7;9;8;9;10;8;9;9;;;;;;;9;;;8;;9;9;9;8;2;10;10;6;;8;9;9;9;;2012;4;Hombre    ;operador B       ;35
8;8;8;7;5;;8;9;8;9;8;9;10;8;10;9;10;10;10;10;9;9;8;10;;;;;;;;;9;9;9;9;10;10;2;9;9;10;;10;8;9;7;;2013;1;Hombre    ;operador B       ;77
10;10;10;10;10;1;9;10;8;8;5;8;10;8;9;5;9;9;9;10;10;10;10;;9;8;10;10;9;9;10;;;;10;10;10;10;2;10;10;;;5;5;8;9;;2013;2;Hombre    ;operador B       ;46
8;10;10;10;8;;8;10;;;;;;;10;8;10;10;10;10;10;10;10;;;;;;;8;10;;8;;10;10;10;10;2;10;10;8;;8;10;10;9;;2012;3;Mujer     ;operador B       ;45
7;8;8;7;8;;8;8;9;5;7;8;8;6;6;7;7;8;8;8;6;7;8;;;;;;;6;6;7;;;3;6;6;6;2;7;6;6;;6;7;6;7;;2012;3;Hombre    ;operador B       ;44
10;9;9;8;9;;8;10;8;9;10;9;9;10;8;0;7;8;10;10;9;10;9;;8;8;7;8;8;8;;;;;;;;;;10;8;0;;0;8;8;9;;2012;3;Mujer     ;operador B       ;48
10;10;10;10;10;;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;10;;;;;;;;;;;;;;;;2;;;;;;10;10;9;;2012;3;Hombre    ;operador B       ;43
9;9;9;9;10;;8;9;;;;;;;7;7;9;9;9;9;9;9;9;;8;9;9;9;10;5;;6;8;9;8;6;8;8;2;9;9;0;;0;7;8;9;;2013;1;Mujer     ;operador B       ;36
8;7;9;7;10;2;10;10;;;;;;;3;10;9;10;5;0;9;10;10;;;;;;;;;;;;10;10;10;10;2;8;9;7;;8;9;9;9;;2013;2;Hombre    ;operador B       ;54
9;8;9;9;10;;8;7;;;;;;;8;6;8;7;8;7;9;7;8;;9;6;9;9;10;7;10;6;;;7;6;8;10;2;9;8;10;;7;9;9;9;;2012;3;Hombre    ;operador B       ;26
8;8;8;9;10;;8;8;;;;;;;3;0;8;8;8;8;8;10;10;;;;;;;6;6;;;;7;10;10;10;2;8;9;0;;;5;7;7;;2013;1;Hombre    ;operador B       ;55
8;2;5;4;6;;5;4;;;;;;;8;9;8;6;7;9;9;5;6;4;3;3;2;9;;4;4;;4;;2;8;2;9;1;2;2;3;;6;8;5;1;;2012;3;Mujer     ;operador B       ;44
10;10;10;10;10;;8;8;;;;;;;8;5;10;10;10;9;9;10;9;;;;;;;10;8;8;;;10;10;10;8;2;10;;8;;8;10;10;7;;2012;3;Hombre    ;operador B       ;27
10;8;8;8;10;;;5;;;;;;;6;6;6;6;10;9;10;10;6;;10;9;10;10;10;;;;;;10;11;10;6;2;8;8;;;10;7;8;7;;2012;4;Mujer     ;operador B       ;31
0;0;0;0;0;;0;9;;;;;;;5;3;5;3;4;5;4;6;5;;;;;;;;;;;;0;0;0;0;1;0;0;0;;0;0;0;1;;2012;4;Hombre    ;operador B       ;50
5;2;5;5;4;;4;7;4;7;4;7;7;3;8;8;4;4;4;4;6;2;7;;4;2;3;10;9;;;;8;;5;5;5;5;2;3;3;4;;5;5;6;3;;2012;4;Hombre    ;operador B       ;30
10;10;10;10;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;10;;10;10;10;10;2;10;10;10;;10;10;10;9;;2012;4;Mujer     ;operador B       ;31
10;8;10;8;10;2;10;9;;;;;;;10;10;6;5;10;10;10;10;10;;;;;;;;;;10;10;10;10;10;10;2;10;;10;;10;10;10;9;;2013;2;Mujer     ;operador B       ;61
9;9;8;9;10;;9;9;;;;;;;8;7;9;9;9;9;9;9;8;;9;9;9;10;9;9;;;;;9;9;9;8;2;8;;7;;9;10;9;7;;2012;4;Mujer     ;operador B       ;46
7;6;8;5;5;;7;7;;;;;;;9;0;10;10;10;10;10;10;8;;;;;;;5;5;;;8;4;5;5;4;2;8;8;4;;3;7;5;9;;2013;1;Mujer     ;operador B       ;47
10;10;9;10;10;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;7;10;10;10;;;;;;10;10;10;10;2;10;;10;;10;10;10;9;;2013;2;Mujer     ;operador B       ;50
10;10;10;10;10;;10;10;;;;;;;10;0;10;10;10;8;10;10;8;;;;;;;;;;9;;10;10;10;10;2;10;10;9;;10;10;10;9;;2012;4;Mujer     ;operador B       ;55
8;7;7;8;8;;8;7;;;;;;;10;9;7;6;8;9;9;8;8;;;;;;;;;;;;;;;;;9;;7;;9;10;10;9;;2012;3;Mujer     ;operador B       ;58
8;9;8;9;9;;9;8;;;;;;;8;7;9;9;10;9;8;10;10;;;;;;;9;10;9;8;10;;;;;;10;9;7;;9;9;9;9;;2013;1;Mujer     ;operador B       ;20
9;7;9;8;9;;8;9;;;;;;;10;8;8;9;9;9;8;9;9;;8;6;8;10;9;7;7;;;;10;10;10;10;2;8;8;;;6;8;9;7;;2012;4;Hombre    ;operador B       ;41
10;8;9;8;10;;8;9;;;;;;;7;7;8;8;8;9;9;9;9;;;;;;;9;;;;;9;8;9;9;2;8;8;5;;5;9;8;3;;2012;4;Mujer     ;operador B       ;35
10;7;9;8;10;2;10;10;;;;;;;8;10;8;10;10;10;10;10;10;;10;10;10;10;9;6;;;;;9;9;9;9;2;10;10;8;;9;10;10;7;;2013;2;Hombre    ;operador B       ;34
8;7;8;7;9;;8;9;;;;;;;8;8;8;8;8;9;9;9;9;;;;;;;8;;;7;;8;8;8;8;2;9;9;9;;9;9;9;9;;2012;4;Hombre    ;operador B       ;21
5;5;5;5;3;;3;3;;;;;;;5;5;5;5;5;5;5;3;3;;;;;;;;;;;;2;3;3;3;2;3;4;5;;5;5;3;7;;2012;4;Hombre    ;operador B       ;50
10;8;9;9;10;;10;10;;;;;;;7;8;9;10;9;9;9;9;9;;;;;;;8;9;;;;9;9;9;9;2;10;9;;;;8;9;9;;2012;3;Mujer     ;operador B       ;47
9;9;9;8;10;;10;7;;;;;;;7;4;8;8;7;10;9;8;7;9;8;7;10;8;10;10;10;8;;;10;10;10;10;2;10;10;10;;10;7;8;9;;2012;4;Hombre    ;operador B       ;33
8;9;9;8;10;;9;9;;;;;;;7;8;7;7;8;6;6;8;9;;;;;;;;;;8;8;;;;;2;8;9;8;;8;8;9;9;;2013;1;Mujer     ;operador B       ;16
9;8;9;9;10;;9;10;10;9;9;10;10;10;9;9;9;9;9;9;9;10;9;;;;;;;8;;;8;;9;9;9;9;2;9;10;9;;8;8;9;9;;2012;4;Mujer     ;operador B       ;19
9;8;8;8;9;;9;7;;;;;;;10;9;8;8;8;7;8;8;7;8;;;;;;10;10;;;;10;9;9;10;2;7;7;8;;9;8;10;9;;2012;4;Hombre    ;operador B       ;42
9;9;8;8;10;;10;9;;;;;;;6;0;10;8;8;10;7;10;9;;;;;;;;;;;;10;9;9;9;2;10;;8;;6;10;9;9;;2012;3;Mujer     ;operador B       ;41
9;10;10;10;9;;10;9;;;;;;;7;8;10;10;10;10;10;9;9;;;;;;;10;10;10;9;10;;;;;;10;10;;;10;10;10;9;;2013;1;Hombre    ;operador B       ;23
8;9;5;6;7;;5;10;;;;;;;5;4;4;4;5;9;9;8;8;9;;;;;;7;;;8;;;;;;2;10;;6;;5;6;5;9;;2012;3;Mujer     ;operador B       ;17
10;10;10;10;10;;10;10;;;;;;;5;10;9;9;10;10;9;10;10;10;;;;;;7;7;0;;;10;10;10;5;2;10;10;10;;10;10;10;9;;2012;3;Hombre    ;operador B       ;48
6;7;6;6;6;;7;6;;;;;;;;0;5;5;7;6;6;6;;;7;;7;7;7;;;;;;7;7;7;8;2;8;;;;6;6;6;7;;2013;1;Hombre    ;operador B       ;41
7;8;8;8;8;1;8;8;;;;;;;10;10;8;8;8;10;10;9;9;;10;8;10;10;10;10;10;;;;10;10;10;10;2;10;;7;;10;10;10;9;;2013;2;Hombre    ;operador B       ;61
10;9;9;9;9;;9;9;8;7;8;8;8;8;9;7;8;8;8;8;8;9;10;;10;8;10;10;9;9;9;;;;8;8;8;7;2;9;9;7;;7;8;8;9;;2012;3;Mujer     ;operador B       ;42
8;7;9;6;7;;8;8;9;6;7;8;9;8;6;6;7;7;7;8;6;9;9;;9;9;7;8;8;7;8;7;;;9;8;9;8;2;6;8;8;;7;8;8;9;;2012;3;Hombre    ;operador B       ;62
7;8;8;7;8;;8;9;8;7;9;9;10;9;6;7;9;8;8;8;8;9;7;;;;;;;;;;;9;10;9;9;10;2;8;8;8;;8;9;9;9;;2013;1;Hombre    ;operador B       ;67
9;6;8;9;10;;9;8;;;;;;;9;10;9;9;10;10;9;9;9;9;;;;;;10;;;9;;10;10;10;10;2;9;;9;;9;9;10;7;;2012;3;Hombre    ;operador B       ;25
6;7;7;6;6;;8;8;7;8;8;7;8;7;9;6;8;8;9;10;8;7;7;;;;;;;;;;;;;;;;;8;9;5;;4;5;5;7;;2012;3;Hombre    ;operador B       ;49
6;4;6;5;0;;10;8;7;8;8;8;10;8;8;0;10;10;10;10;10;10;10;10;4;10;6;10;;8;7;;;;8;8;8;8;2;4;0;0;;4;8;6;3;;2012;4;Mujer     ;operador B       ;38
7;7;8;6;7;;8;7;;;;;;;8;0;5;4;5;7;7;5;7;;8;7;8;8;8;;;;;;8;8;8;7;2;8;10;7;;8;8;8;7;;2013;1;Hombre    ;operador B       ;59
7;10;8;10;10;;10;10;;;;;;;10;10;10;10;10;10;10;10;10;;10;10;10;10;10;;;;10;10;10;10;10;10;2;10;;10;;10;10;10;9;;2013;1;Hombre    ;operador B       ;51
7;7;9;6;8;;9;9;;;;;;;8;8;9;9;9;8;7;9;7;;8;9;8;9;8;7;;;7;;9;8;8;9;2;8;8;8;;8;9;8;7;;2012;3;Mujer     ;operador B       ;44
7;6;8;7;8;1;8;7;;;;;;;6;6;8;8;9;8;9;9;8;;8;9;8;9;6;8;;;5;8;7;7;8;5;2;8;8;3;;4;7;7;9;;2013;2;Mujer     ;operador B       ;43
8;6;7;7;7;;8;8;8;8;9;9;9;9;7;7;9;9;9;8;9;8;7;;8;9;9;9;8;;;;7;;8;8;8;8;2;7;7;7;;8;8;8;9;;2012;3;Mujer     ;operador B       ;53
8;7;8;10;10;;10;8;8;8;10;10;10;8;10;7;10;10;8;8;10;10;10;8;;;;;;;;;;;;;;;;7;7;7;;5;8;9;9;;2013;1;Mujer     ;operador B       ;29
7;10;10;7;;;4;5;;;;;;;6;0;6;7;8;8;8;9;9;;;;;;;;;;8;;;;;;2;5;;;;;6;6;5;;2013;1;Mujer     ;operador B       ;57
7;6;7;5;6;2;8;7;;;;;;;7;3;4;6;5;7;6;7;5;;7;6;8;8;8;;;;;;8;6;7;8;2;6;7;6;;4;7;6;7;;2013;2;Hombre    ;operador B       ;43
10;8;10;9;10;;10;10;10;8;10;10;9;10;8;8;10;8;10;10;10;10;10;3;10;8;10;10;10;8;8;;8;10;10;10;10;10;2;8;8;8;;10;10;10;9;;2013;1;Hombre    ;operador B       ;34
8;8;8;9;10;1;;9;;;;;;;2;0;5;3;5;9;9;9;6;;10;8;10;10;10;8;9;;;8;4;10;10;3;2;9;9;;;7;8;9;9;;2013;2;Mujer     ;operador B       ;36
9;9;10;9;9;;9;10;9;7;10;10;9;10;9;9;10;9;9;10;9;10;10;9;10;9;10;10;10;10;10;;9;;10;8;9;9;2;9;8;9;;9;9;9;9;;2012;3;Mujer     ;operador B       ;48
10;10;8;8;10;;10;10;;;;;;;10;9;10;10;10;10;10;10;10;;;;;;;;;;;;5;10;10;6;2;10;10;10;;5;8;10;9;;2013;1;Mujer     ;operador B       ;42
10;10;10;10;10;;10;10;;;;;;;9;0;7;7;7;8;8;8;9;;10;10;10;10;10;;;;;10;10;10;10;10;2;10;10;10;;5;10;10;9;;2013;1;Hombre    ;operador B       ;45
10;9;9;10;10;;9;9;6;7;8;7;10;8;9;9;6;6;8;10;8;8;10;;9;8;8;10;9;8;;;;;9;9;9;9;2;9;9;9;;9;9;9;9;;2012;3;Mujer     ;operador B       ;33
7;9;8;9;8;;7;6;;;;;;;4;7;9;8;8;8;8;4;4;;5;5;6;6;4;9;10;9;;;10;10;10;10;2;10;10;;;7;7;7;9;;2013;1;Hombre    ;operador B       ;47
8;8;9;9;10;1;8;9;;;;;;;5;0;7;8;7;8;8;9;6;;8;6;8;9;8;8;9;9;;8;9;9;9;9;2;9;9;;;8;8;8;9;;2013;2;Mujer     ;operador B       ;45
10;10;10;10;10;1;10;10;;;;;;;5;0;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;10;10;;;;;;10;;5;;10;10;10;9;;2013;2;Hombre    ;operador B       ;30
10;10;10;10;10;2;10;10;;;;;;;8;10;8;9;9;10;10;10;10;10;;;;;;;;;;;;;;;;10;10;7;;10;10;10;9;;2013;2;Hombre    ;operador B       ;47
10;10;9;10;9;;10;10;;;;;;;4;0;8;8;10;10;8;9;8;;;;;;;7;;;;;;;;;;10;;10;;8;8;8;9;;2013;1;Mujer     ;operador B       ;30
